yrmo,sell,superid,source,propertytype,propertyzipcode,age,size,popdensity,bbb,caprate,bbbdev,yrqtr,latitude,longitude,reis_sector,region_code,REIS_Market_ID,Submarket_Number,Market_Submarket_ID,effective_rent_per_uom_amt,vacancy_pct
20246,330,9047607,mountain_seed,IN,89431,50,11200,3741.62531,0.057428389,0.06,-0.545751908,20242,39.52735,-119.7345,Ind,R3,RE,,,5.91,0.061
20246,330,9016276,mountain_seed,IN,84044,7,34230,557.2503046,0.057428389,0.06,-0.545751908,20242,40.69546,-112.06319,Ind,R3,SC,,,8.07,0.136
20246,330,9025244,mountain_seed,IN,84401,17,33474,1206.87085,0.057428389,0.06,-0.545751908,20242,41.21962,-112.00907,Ind,R3,SC,,,8.07,0.136
20246,330,9026281,mountain_seed,IN,33619,52,390711,1300.477605,0.057428389,0.06,-0.545751908,20242,27.95613,-82.35567,Ind,R2,TA,5,TA5,6.64,0.027
20246,330,9007076,mountain_seed,IN,83835,4,8233,187.4056644,0.057428389,0.06,-0.545751908,20242,47.78136,-116.73671,Ind,R3,,,,14.57583333,0.125666667
20236,318,9055599,mountain_seed,IN,85034,53,30176,5582,0.057817546,0.0604,0.137651613,20232,33.42243,-112.02577,Ind,R3,PX,1,PX1,7.96,0.094
20235,317,9076275,mountain_seed,IN,89115,29,7160,58794,0.056813179,0.0594,0.189537028,20232,36.23608,-115.09524,Ind,R3,LV,,,8.69,0.057
20229,309,9040174,mountain_seed,IN,95811,66,62288,2727.109515,0.055805057,0.0584,0.374899342,20223,38.59592,-121.48057,Ind,R3,SO,4,SO4,5.78,0.044
20245,329,9068820,mountain_seed,IN,89512,4,112802,25574,0.058690475,0.0613,-0.586371987,20242,39.55558,-119.78236,Ind,R3,RE,,,5.91,0.061
202311,323,9067043,mountain_seed,IN,78728,43,3200,20299,0.062780899,0.0654,-0.143451277,20234,30.43267,-97.68214,Ind,R1,AU,7,AU7,8.92,0.109
202311,323,9055576,mountain_seed,IN,77587,53,7410,5580.330077,0.062780899,0.0654,-0.143451277,20234,29.65707,-95.24609,Ind,R1,HO,4,HO4,7.32,0.056
20224,304,9071182,mountain_seed,IN,85020,39,60722,32850,0.045171659,0.0478,-0.117868947,20222,33.57665,-112.05523,Ind,R3,PX,3,PX3,7.18,0.054
20247,331,9026017,mountain_seed,IN,30102,8,159816,1279.363562,0.054864319,0.0575,-0.511253804,20243,34.08752,-84.63475,Ind,R2,AT,10,AT10,5.49,0.043
20247,331,9056501,mountain_seed,IN,20877,41,10600,5939.944618,0.054864319,0.0575,-0.511253804,20243,39.14192,-77.18885,Ind,R2,SM,2,SM2,10.32,0.048
20247,331,9014125,mountain_seed,IN,34292,24,14982,456.4211664,0.054864319,0.0575,-0.511253804,20243,27.11535,-82.38161,Ind,R2,SS,,,11.26866667,0.0684
20244,328,9027010,mountain_seed,IN,46241,23,32765,1369.196429,0.057716104,0.0604,-0.596800284,20242,39.7464,-86.28655,Ind,R5,IN,3,IN3,5.62,0.05
20234,316,9030079,mountain_seed,IN,95134,40,52685,1609.869253,0.055714529,0.0584,0.150275891,20232,37.39243,-121.92244,Ind,R3,SJ,4,SJ4,9.78,0.025
20227,307,9069826,mountain_seed,IN,11361,74,19900,28606,0.051504212,0.0542,0.228401058,20223,40.76483,-73.77215,Ind,R4,NY,,,19.05,0.009
20231,313,9054532,mountain_seed,IN,43205,82,4918,5173.693086,0.058301587,0.061,0.113061599,20231,39.95993,-82.94696,Ind,R5,CO,1,CO1,4.53,0.067
20231,313,9056719,mountain_seed,IN,80012,35,10000,6009.658725,0.058301587,0.061,0.113061599,20231,39.7038,-104.82648,Ind,R3,DE,9,DE9,6.68,0.048
20231,313,9007842,mountain_seed,IN,32220,4,9900,211.011866,0.058301587,0.061,0.113061599,20231,30.35415,-81.77299,Ind,R2,JA,1,JA1,5.1,0.031
20231,313,9047577,mountain_seed,IN,89431,41,9600,3741.62531,0.058301587,0.061,0.113061599,20231,39.52798,-119.75928,Ind,R3,RE,,,5.6,0.055
20231,313,9047576,mountain_seed,IN,89431,36,3750,3741.62531,0.058301587,0.061,0.113061599,20231,39.52799,-119.75912,Ind,R3,RE,,,5.6,0.055
20231,313,9047575,mountain_seed,IN,89431,60,14730,3741.62531,0.058301587,0.061,0.113061599,20231,39.52799,-119.75912,Ind,R3,RE,,,5.6,0.055
20248,332,9008442,mountain_seed,IN,46140,3,120120,227.4245321,0.052696896,0.0554,-0.527753012,20243,39.82707,-85.89301,Ind,R5,IN,2,IN2,5.68,0.04
20245,329,9033185,mountain_seed,IN,80011,28,10048,1925.239331,0.058690475,0.0614,-0.586371987,20242,39.72115,-104.80507,Ind,R3,DE,6,DE6,6.94,0.058
20245,329,9033586,mountain_seed,IN,2886,25,485238,1961.072027,0.058690475,0.0614,-0.586371987,20242,41.72773,-71.43764,Ind,R4,PV,,,6.84,0.035
20247,331,9008728,mountain_seed,IN,78736,2,6300,239.616393,0.054864319,0.0576,-0.511253804,20243,30.24113,-98.01819,Ind,R1,AU,10,AU10,9.2,0.128
20225,305,9028162,mountain_seed,IN,75098,24,55205,1463.042224,0.049526127,0.0523,0.014046545,20222,33.05178,-96.56725,Ind,R1,DA,2,DA2,5.32,0.049
20244,328,9011809,mountain_seed,IN,37863,36,35710,357.6523112,0.057716104,0.0605,-0.596800284,20242,35.80072,-83.58563,Ind,R2,KX,,,4.76,0.035
20235,317,9024897,mountain_seed,IN,80026,23,15570,1183.559923,0.056813179,0.0596,0.189537028,20232,39.9806,-105.0664,Ind,R3,DE,1,DE1,6.76,0.051
20227,307,9036623,mountain_seed,IN,28269,26,124817,2334.724459,0.051504212,0.0543,0.228401058,20223,35.34408,-80.8451,Ind,R2,CR,6,CR6,5.49,0.04
20226,306,9043854,mountain_seed,IN,95826,37,15200,3178.961986,0.05120026,0.054,0.129630975,20222,38.53799,-121.39809,Ind,R3,SO,6,SO6,5.56,0.052
20245,329,9030456,mountain_seed,IN,75050,33,29782,1659.294898,0.058690475,0.0615,-0.586371987,20242,32.79257,-97.05283,Ind,R1,FW,4,FW4,5.69,0.071
20245,329,9044366,mountain_seed,IN,98409,32,15600,3233.788156,0.058690475,0.0615,-0.586371987,20242,47.18645,-122.46686,Ind,R3,TM,,,9.31,0.066
20233,315,9074403,mountain_seed,IN,33010,40,7717,46187,0.055158314,0.058,0.07444599,20231,25.84681,-80.28635,Ind,R2,MI,4,MI4,9.66,0.016
20246,330,9063907,mountain_seed,IN,32254,1,160000,13570,0.057428389,0.0603,-0.545751908,20242,30.34756,-81.75453,Ind,R2,JA,1,JA1,5.42,0.037
20225,305,9030447,mountain_seed,IN,75050,55,301399,1659.294898,0.049526127,0.0524,0.014046545,20222,32.78056,-97.05327,Ind,R1,FW,4,FW4,4.96,0.051
20242,326,9021154,mountain_seed,IN,78734,2,4084,881.0759557,0.055224996,0.0581,-0.486637225,20241,30.38049,-97.9203,Ind,R1,AU,7,AU7,9.02,0.118
202210,310,9048491,mountain_seed,IN,23453,8,58946,3906.572515,0.059621909,0.0625,0.396826498,20224,36.79559,-76.10058,Ind,R2,NF,,,6.82,0.052
20244,328,9068164,mountain_seed,IN,19438,34,152625,23765,0.057716104,0.0606,-0.596800284,20242,40.25418,-75.34634,Ind,R4,PA,6,PA6,6.71,0.037
20235,317,9028934,mountain_seed,IN,2343,40,17437,1533.466533,0.056813179,0.0597,0.189537028,20232,42.16542,-71.02191,Ind,R4,BO,8,BO8,8.6,0.04
20235,317,9053346,mountain_seed,IN,89014,25,14792,4870.976253,0.056813179,0.0597,0.189537028,20232,36.07759,-115.07312,Ind,R3,LV,,,8.69,0.057
20227,307,9074955,mountain_seed,IN,28110,52,161458,50365,0.051504212,0.0544,0.228401058,20223,35.02805,-80.61857,Ind,R2,CR,9,CR9,5.49,0.04
20231,313,9055395,mountain_seed,IN,84094,55,10868,5498.334966,0.058301587,0.0612,0.113061599,20231,40.59495,-111.85367,Ind,R3,SC,,,7.69,0.09
202311,323,9002119,mountain_seed,IN,93636,7,7500,60.8793456,0.062780899,0.0657,-0.143451277,20234,36.8965,-119.81469,Ind,R3,FR,,,5.95,0.037
20241,325,9012137,mountain_seed,IN,29172,46,181041,370.0768587,0.057063357,0.06,-0.367975259,20241,33.93531,-81.09033,Ind,R2,CM,,,4.9,0.037
20241,325,9020349,mountain_seed,IN,28078,1,224979,817.1060468,0.057063357,0.06,-0.367975259,20241,35.37657,-80.85804,Ind,R2,CR,5,CR5,5.95,0.08
20241,325,9026742,mountain_seed,IN,29605,6,31360,1345.400524,0.057063357,0.06,-0.367975259,20241,34.73754,-82.37866,Ind,R2,GN,,,5.09,0.064
20241,325,9015299,mountain_seed,IN,27587,13,8499,506.527465,0.057063357,0.06,-0.367975259,20241,35.9221,-78.53955,Ind,R2,RD,4,RD4,8.04,0.052
20193,267,9047510,mountain_seed,IN,91710,6,21762,3736.191185,0.043662314,0.0466,-0.101143685,20191,33.9829,-117.69019,Ind,R3,SB,8,SB8,5.15,0.047
20243,327,9003393,mountain_seed,IN,78006,24,53430,88.37706006,0.055859792,0.0588,-0.564240266,20241,29.76029,-98.71321,Ind,R1,,,,9.336,0.077
20233,315,9069250,mountain_seed,IN,20175,34,12500,27169,0.055158314,0.0581,0.07444599,20231,39.09852,-77.54152,Ind,R2,SV,1,SV1,10.9,0.02
20246,330,9021521,mountain_seed,IN,83642,3,32400,901.2712484,0.057428389,0.0604,-0.545751908,20242,43.59021,-116.41309,Ind,R3,BS,,,7.96,0.108
20246,330,9028413,mountain_seed,IN,43537,19,45392,1484.488952,0.057428389,0.0604,-0.545751908,20242,41.56744,-83.69662,Ind,R5,TO,,,3.15,0.088
20225,305,9074262,mountain_seed,IN,91790,15,21357,44907,0.049526127,0.0525,0.014046545,20222,34.08997,-117.9412,Ind,R3,LA,4,LA4,11.01,0.017
20225,305,9059779,mountain_seed,IN,11726,63,23500,7732.476636,0.049526127,0.0525,0.014046545,20222,40.68144,-73.38785,Ind,R4,LI,1,LI1,8.47,0.015
20225,305,9066631,mountain_seed,IN,89118,50,3750,19318,0.049526127,0.0525,0.014046545,20222,36.09353,-115.18736,Ind,R3,LV,,,7.84,0.036
20225,305,9073544,mountain_seed,IN,7032,56,23454,40684,0.049526127,0.0525,0.014046545,20222,40.75057,-74.1049,Ind,R4,NJ,3,NJ3,7.61,0.043
20227,307,9054540,mountain_seed,IN,43212,71,1093,5177.504884,0.051504212,0.0545,0.228401058,20223,39.98843,-83.03903,Ind,R5,CO,2,CO2,4.39,0.049
20247,331,9057259,mountain_seed,IN,76010,1,22798,6233.187871,0.054864319,0.0579,-0.511253804,20243,32.733,-97.06183,Ind,R1,FW,5,FW5,5.7,0.055
202310,322,9028705,mountain_seed,IN,78660,11,239952,1518.621542,0.063146465,0.0662,-0.109048119,20234,30.4206,-97.59292,Ind,R1,AU,5,AU5,8.92,0.109
20228,308,9037484,mountain_seed,IN,30318,20,137943,2442.349244,0.05263062,0.0557,0.312532222,20223,33.77353,-84.41747,Ind,R2,AT,3,AT3,4.9,0.048
20242,326,9033731,mountain_seed,IN,73127,78,86693,1983.605207,0.055224996,0.0583,-0.486637225,20241,35.47438,-97.60543,Ind,R1,OK,,,5.15,0.057
202210,310,9071499,mountain_seed,IN,85016,42,66109,33896,0.059621909,0.0627,0.396826498,20224,33.50557,-112.03617,Ind,R3,PX,3,PX3,7.6,0.053
20239,321,9008132,mountain_seed,IN,80921,36,49927,218.3065415,0.061911156,0.065,-0.099938399,20233,38.99624,-104.79296,Ind,R3,CS,,,9.63,0.035
20239,321,9013647,mountain_seed,IN,80817,52,85806,431.9652036,0.061911156,0.065,-0.099938399,20233,38.67543,-104.71487,Ind,R3,CS,,,9.63,0.035
20239,321,9026316,mountain_seed,IN,47130,20,58739,1309.077072,0.061911156,0.065,-0.099938399,20233,38.32885,-85.68096,Ind,R5,LO,,,5.33,0.043
20227,307,9046287,mountain_seed,IN,95119,40,19548,3524.213503,0.051504212,0.0546,0.228401058,20223,37.23426,-121.77875,Ind,R3,SJ,7,SJ7,9.28,0.035
20248,332,9022969,mountain_seed,IN,28806,20,21100,1015.462424,0.052696896,0.0558,-0.527753012,20243,35.61248,-82.6333,Ind,R2,AS,,,11.26866667,0.0684
20248,332,9056288,mountain_seed,IN,75228,59,28055,5837.294974,0.052696896,0.0558,-0.527753012,20243,32.80144,-96.68811,Ind,R1,DA,10,DA10,6.18,0.092
20245,329,9005149,mountain_seed,IN,27028,28,107000,133.9696794,0.058690475,0.0618,-0.586371987,20242,35.89271,-80.53474,Ind,R2,GR,,,5.87,0.069
20245,329,9071139,mountain_seed,IN,55369,23,113000,32524,0.058690475,0.0618,-0.586371987,20242,45.07945,-93.44298,Ind,R5,MN,7,MN7,6.91,0.056
20224,304,9020104,mountain_seed,IN,92029,38,14000,804.406665,0.045171659,0.0483,-0.117868947,20222,33.07193,-117.10672,Ind,R3,SD,2,SD2,10.16,0.027
20243,327,9077107,mountain_seed,IN,77429,7,97223,72264,0.055859792,0.059,-0.564240266,20241,30.0305,-95.64085,Ind,R1,HO,8,HO8,7.4,0.053
20243,327,9034244,mountain_seed,IN,98032,17,46742,2024.216695,0.055859792,0.059,-0.564240266,20241,47.42663,-122.26507,Ind,R3,SE,12,SE12,9.67,0.037
201812,264,9051394,mountain_seed,IN,94546,94,2060,4479.359015,0.048452565,0.0516,-0.046569762,20184,37.69533,-122.0849,Ind,R3,OA,,,6.09,0.084
20228,308,9066997,mountain_seed,IN,33634,49,6500,20225,0.05263062,0.0558,0.312532222,20223,28.03132,-82.52837,Ind,R2,TA,3,TA3,6.24,0.04
202211,311,9024741,mountain_seed,IN,84104,30,35230,1171.187718,0.06182944,0.065,0.354384825,20224,40.74204,-111.95794,Ind,R3,SC,,,7.53,0.089
202211,311,9039492,mountain_seed,IN,63132,58,42704,2658.304827,0.06182944,0.065,0.354384825,20224,38.68839,-90.39794,Ind,R5,SL,2,SL2,4.92,0.054
20236,318,9013653,mountain_seed,IN,1938,39,52380,432.9324395,0.057817546,0.061,0.137651613,20232,42.69172,-70.9151,Ind,R4,BO,4,BO4,8.6,0.04
20236,318,9060295,mountain_seed,IN,2128,124,3304,8352.164948,0.057817546,0.061,0.137651613,20232,42.38765,-71.01807,Ind,R4,BO,2,BO2,8.6,0.04
20236,318,9075528,mountain_seed,IN,33177,103,3693,53191,0.057817546,0.061,0.137651613,20232,25.62712,-80.3884,Ind,R2,MI,7,MI7,9.85,0.016
20235,317,9077518,mountain_seed,IN,8701,37,19751,92843,0.056813179,0.06,0.189537028,20232,40.06853,-74.1877,Ind,R4,CJ,10,CJ10,7.88,0.024
20235,317,9013767,mountain_seed,IN,29730,35,21600,436.2332242,0.056813179,0.06,0.189537028,20232,34.93985,-80.95645,Ind,R2,CR,8,CR8,5.82,0.051
20235,317,9071987,mountain_seed,IN,92821,46,23000,35533,0.056813179,0.06,0.189537028,20232,33.92411,-117.89023,Ind,R3,OC,1,OC1,10.1,0.024
20235,317,9037927,mountain_seed,IN,85260,25,26940,2482.169902,0.056813179,0.06,0.189537028,20232,33.62844,-111.90053,Ind,R3,PX,3,PX3,7.96,0.094
20235,317,9011281,mountain_seed,IN,89521,21,14489,335.3590152,0.056813179,0.06,0.189537028,20232,39.44999,-119.75032,Ind,R3,RE,,,5.74,0.049
20235,317,9047754,mountain_seed,IN,84088,22,19010,3779.912942,0.056813179,0.06,0.189537028,20232,40.60574,-111.9368,Ind,R3,SC,,,7.83,0.108
20235,317,9044159,mountain_seed,IN,98203,27,5600,3209.45441,0.056813179,0.06,0.189537028,20232,47.9461,-122.21584,Ind,R3,SE,2,SE2,9.49,0.029
20235,317,9026275,mountain_seed,IN,33619,48,66665,1300.477605,0.056813179,0.06,0.189537028,20232,27.96531,-82.36447,Ind,R2,TA,5,TA5,6.42,0.03
20229,309,9046643,mountain_seed,IN,19137,84,25000,3587.209302,0.055805057,0.059,0.374899342,20223,39.99163,-75.08999,Ind,R4,PA,5,PA5,6.06,0.037
20229,309,9031676,mountain_seed,IN,27519,29,70775,1799.384559,0.055805057,0.059,0.374899342,20223,35.81741,-78.88287,Ind,R2,RD,2,RD2,7.34,0.037
20227,307,9030221,mountain_seed,IN,28217,7,86570,1633.749578,0.051504212,0.0547,0.228401058,20223,35.17214,-80.92652,Ind,R2,CR,2,CR2,5.49,0.04
20195,269,9041731,mountain_seed,IN,98052,47,71533,2907.851528,0.04029794,0.0435,-0.264668687,20192,47.66765,-122.10677,Ind,R3,SE,7,SE7,7.43,0.06
20245,329,9047224,mountain_seed,IN,94520,49,9865,3687.977005,0.058690475,0.0619,-0.586371987,20242,37.98197,-122.04974,Ind,R3,OA,6,OA6,8.64,0.041
202311,323,9056999,mountain_seed,IN,2910,124,5276,6102.877071,0.062780899,0.066,-0.143451277,20234,41.7834,-71.44975,Ind,R4,PV,,,6.72,0.036
202311,323,9035278,mountain_seed,IN,23227,23,53009,2149.138234,0.062780899,0.066,-0.143451277,20234,37.64778,-77.43505,Ind,R2,RI,2,RI2,5.48,0.047
20247,331,9007901,mountain_seed,IN,95667,39,4783,212.0242934,0.054864319,0.0581,-0.511253804,20243,38.7275,-120.80426,Ind,R3,SO,,,10.06,0.071
20241,325,9038067,mountain_seed,IN,75207,72,11686,2505.323293,0.057063357,0.0603,-0.367975259,20241,32.79041,-96.81847,Ind,R1,DA,10,DA10,6.08,0.075
20242,326,9017097,mountain_seed,IN,84404,17,87475,605.1038155,0.055224996,0.0585,-0.486637225,20241,41.24421,-111.99888,Ind,R3,SC,,,8.05,0.14
20234,316,9036389,mountain_seed,IN,30144,2,4794,2314.800868,0.055714529,0.059,0.150275891,20232,34.04079,-84.6019,Ind,R2,AT,10,AT10,5.23,0.045
20227,307,9033140,mountain_seed,IN,30071,35,9082,1925.104603,0.051504212,0.0548,0.228401058,20223,33.9406,-84.20776,Ind,R2,AT,7,AT7,4.9,0.048
20227,307,9050247,mountain_seed,IN,85705,20,21000,4231.352067,0.051504212,0.0548,0.228401058,20223,32.27598,-111.01872,Ind,R3,TC,,,6.07,0.032
20248,332,9061044,mountain_seed,IN,90249,68,3232,8955.339154,0.052696896,0.056,-0.527753012,20243,33.90184,-118.31244,Ind,R3,LA,5,LA5,12.23,0.05
20248,332,9061043,mountain_seed,IN,90249,53,20168,8955.339154,0.052696896,0.056,-0.527753012,20243,33.91274,-118.30762,Ind,R3,LA,5,LA5,12.23,0.05
20248,332,9051016,mountain_seed,IN,84119,47,34164,4401.077944,0.052696896,0.056,-0.527753012,20243,40.71854,-111.96816,Ind,R3,SC,,,8.19,0.12
20245,329,9031944,mountain_seed,IN,20109,30,39114,1818.692045,0.058690475,0.062,-0.586371987,20242,38.77943,-77.49547,Ind,R2,SV,3,SV3,11.42,0.034
20247,331,9049675,mountain_seed,IN,91352,34,3200,4096.923472,0.054864319,0.0582,-0.511253804,20243,34.22419,-118.38565,Ind,R3,LA,7,LA7,12.23,0.05
20247,331,9050827,mountain_seed,IN,85282,40,58978,4355.346756,0.054864319,0.0582,-0.511253804,20243,33.40565,-111.94677,Ind,R3,PX,4,PX4,8.41,0.094
20243,327,9009844,mountain_seed,IN,48462,26,24200,278.6447941,0.055859792,0.0592,-0.564240266,20241,42.8545,-83.45106,Ind,R5,DT,7,DT7,5.29,0.034
201810,262,9002423,mountain_seed,IN,92590,24,66500,68.47649161,0.047854771,0.0512,-0.210471977,20184,33.51654,-117.17545,Ind,R3,SB,10,SB10,5.08,0.051
202310,322,9024577,mountain_seed,IN,30519,24,25000,1161.105926,0.063146465,0.0665,-0.109048119,20234,34.06057,-83.98703,Ind,R2,AT,7,AT7,5.35,0.041
20246,330,9036208,mountain_seed,IN,33458,20,20000,2282.097482,0.057428389,0.0608,-0.545751908,20242,26.91987,-80.14485,Ind,R2,PB,1,PB1,8.67,0.037
20236,318,9031016,mountain_seed,IN,33563,68,52291,1725.660122,0.057817546,0.0612,0.137651613,20232,28.0117,-82.13801,Ind,R2,TA,5,TA5,6.42,0.03
20229,309,9007730,mountain_seed,IN,29492,8,62249,206.3045314,0.055805057,0.0592,0.374899342,20223,32.9035,-79.91143,Ind,R2,CN,,,7.02,0.049
20248,332,9058649,mountain_seed,IN,10573,74,10000,7003.652301,0.052696896,0.0561,-0.527753012,20243,40.98909,-73.67015,Ind,R4,WS,,,11.48,0.057
20245,329,9062573,mountain_seed,IN,7936,54,4000,11157,0.058690475,0.0621,-0.586371987,20242,40.81992,-74.36594,Ind,R4,NJ,14,NJ14,8.85,0.045
202311,323,9038189,mountain_seed,IN,77073,6,52011,2514.273325,0.062780899,0.0662,-0.143451277,20234,29.973,-95.3711,Ind,R1,HO,6,HO6,7.32,0.056
20247,331,9030458,mountain_seed,IN,75050,43,6018,1659.294898,0.054864319,0.0583,-0.511253804,20243,32.7492,-96.97583,Ind,R1,DA,9,DA9,6.18,0.092
20232,314,9061016,mountain_seed,IN,60612,145,2000,8933.013077,0.055931057,0.0594,0.045828255,20231,41.89315,-87.69346,Ind,R5,CH,1,CH1,6.02,0.044
20228,308,9016547,mountain_seed,IN,77032,27,79579,576.6136323,0.05263062,0.0561,0.312532222,20223,29.95706,-95.37133,Ind,R1,HO,6,HO6,6.73,0.056
20225,305,9016674,mountain_seed,IN,98271,24,35402,583.3726769,0.049526127,0.053,0.014046545,20222,48.13726,-122.1776,Ind,R3,SE,1,SE1,8.74,0.043
20236,318,9067620,mountain_seed,IN,7304,124,76400,21990.93333,0.057817546,0.0613,0.137651613,20232,40.70905,-74.06803,Ind,R4,NJ,6,NJ6,8.51,0.039
20235,317,9024561,mountain_seed,IN,75104,41,8250,1160.791036,0.056813179,0.0603,0.189537028,20232,32.57987,-96.96202,Ind,R1,DA,14,DA14,5.9,0.076
20227,307,9076020,mountain_seed,IN,27406,49,218537,56458,0.051504212,0.055,0.228401058,20223,36.03928,-79.79073,Ind,R2,GR,,,5.39,0.053
20227,307,9068181,mountain_seed,IN,89113,4,52250,23800,0.051504212,0.055,0.228401058,20223,36.03246,-115.27874,Ind,R3,LV,,,8.17,0.026
20227,307,9046642,mountain_seed,IN,19137,44,27500,3587.209302,0.051504212,0.055,0.228401058,20223,39.99359,-75.07458,Ind,R4,PA,5,PA5,6.06,0.037
20227,307,9055181,mountain_seed,IN,19154,54,245019,5397.09596,0.051504212,0.055,0.228401058,20223,40.09528,-75.0043,Ind,R4,PA,5,PA5,6.06,0.037
20248,332,9015302,mountain_seed,IN,68122,18,12725,506.6735644,0.052696896,0.0562,-0.527753012,20243,41.32222,-96.04611,Ind,R5,OM,,,6.76,0.05
20245,329,9047334,mountain_seed,IN,75220,45,34820,3701.27231,0.058690475,0.0622,-0.586371987,20242,32.87576,-96.89315,Ind,R1,DA,13,DA13,6.13,0.081
20224,304,9049578,mountain_seed,IN,85205,17,23744,4073.377619,0.045171659,0.0487,-0.117868947,20222,33.44773,-111.72275,Ind,R3,PX,5,PX5,7.18,0.054
20247,331,9042386,mountain_seed,IN,76104,47,8124,2977.133106,0.054864319,0.0584,-0.511253804,20243,32.71216,-97.32515,Ind,R1,FW,7,FW7,5.7,0.055
202310,322,9059056,mountain_seed,IN,80010,47,14440,7203.626473,0.063146465,0.0667,-0.109048119,20234,39.7643,-104.85482,Ind,R3,DE,6,DE6,6.87,0.055
20228,308,9019278,mountain_seed,IN,48359,28,87820,746.9588634,0.05263062,0.0562,0.312532222,20223,42.73464,-83.27854,Ind,R5,DT,7,DT7,4.86,0.036
202211,311,9033508,mountain_seed,IN,84054,16,51000,1951.560429,0.06182944,0.0654,0.354384825,20224,40.85189,-111.91742,Ind,R3,SC,,,7.53,0.089
20246,330,9042086,mountain_seed,IN,33407,33,14000,2945.283019,0.057428389,0.061,-0.545751908,20242,26.75949,-80.07601,Ind,R2,PB,2,PB2,8.67,0.037
20214,292,9016243,mountain_seed,IN,90058,71,10256,554.9242424,0.026415072,0.03,-0.900414274,20212,33.99998,-118.21848,Ind,R3,LA,1,LA1,7.58,0.054
20235,317,9002567,mountain_seed,IN,75247,61,11475,71.5815234,0.056813179,0.0604,0.189537028,20232,32.82498,-96.87819,Ind,R1,DA,10,DA10,5.9,0.076
20231,313,9036878,mountain_seed,IN,98373,39,43729,2361.320454,0.058301587,0.0619,0.113061599,20231,47.1564,-122.30683,Ind,R3,TM,,,9,0.043
20231,313,9044354,mountain_seed,IN,98409,67,8050,3233.788156,0.058301587,0.0619,0.113061599,20231,47.2143,-122.48389,Ind,R3,TM,,,9,0.043
20238,320,9054098,mountain_seed,IN,98406,33,29905,5063.261481,0.060190981,0.0638,-0.063626297,20233,47.2576,-122.52073,Ind,R3,TM,,,9.26,0.048
20224,304,9060608,mountain_seed,IN,90241,39,15402,8607.186358,0.045171659,0.0488,-0.117868947,20222,33.92414,-118.11656,Ind,R3,LA,2,LA2,11.01,0.017
20247,331,9037038,mountain_seed,IN,30005,26,72093,2377.605964,0.054864319,0.0585,-0.511253804,20243,34.11038,-84.20068,Ind,R2,AT,8,AT8,5.49,0.043
20247,331,9059908,mountain_seed,IN,92101,59,2100,7867.444327,0.054864319,0.0585,-0.511253804,20243,32.71317,-117.14844,Ind,R3,SD,4,SD4,11.55,0.048
201810,262,9040954,mountain_seed,IN,92069,44,90246,2818.270224,0.047854771,0.0515,-0.210471977,20184,33.14088,-117.13767,Ind,R3,SD,1,SD1,8.1,0.088
20228,308,9039642,mountain_seed,IN,48341,36,57678,2681.739947,0.05263062,0.0563,0.312532222,20223,42.62069,-83.32206,Ind,R5,DT,6,DT6,4.86,0.036
20237,319,9066973,mountain_seed,IN,33444,5,6900,20221,0.05882381,0.0625,0.031047815,20233,26.44472,-80.08407,Ind,R2,PB,4,PB4,8.5,0.027
20237,319,9041886,mountain_seed,IN,97024,91,8236,2925.449871,0.05882381,0.0625,0.031047815,20233,45.54288,-122.42485,Ind,R3,PO,5,PO5,7.89,0.042
20235,317,9037259,mountain_seed,IN,60007,36,118388,2402.500533,0.056813179,0.0605,0.189537028,20232,42.01194,-87.96855,Ind,R5,CH,7,CH7,6.14,0.049
20231,313,9018834,mountain_seed,IN,40299,7,224000,722.6040941,0.058301587,0.062,0.113061599,20231,38.20789,-85.54866,Ind,R2,LO,,,5.2,0.045
20231,313,9074011,mountain_seed,IN,89502,50,33962,43566,0.058301587,0.062,0.113061599,20231,39.51745,-119.77145,Ind,R3,RE,,,5.6,0.055
202312,324,9033015,mountain_seed,IN,80919,41,5126,1915.676129,0.060295067,0.064,-0.237227143,20234,38.90325,-104.85528,Ind,R3,CS,,,9.57,0.042
20245,329,9060519,mountain_seed,IN,30313,17,535716,8538.669065,0.058690475,0.0624,-0.586371987,20242,33.76239,-84.39492,Ind,R2,AT,3,AT3,5.45,0.039
20224,304,9035853,mountain_seed,IN,90040,65,43705,2243.325569,0.045171659,0.0489,-0.117868947,20222,33.99158,-118.12863,Ind,R3,LA,2,LA2,11.01,0.017
20233,315,9026485,mountain_seed,IN,31520,47,56191,1324.164098,0.055158314,0.0589,0.07444599,20231,31.2008,-81.49363,Ind,R2,,,,10.62533333,0.134833333
202110,298,9037173,mountain_seed,IN,85286,6,80855,2398.053468,0.025251944,0.029,-0.838173724,20214,33.27537,-111.8763,Ind,R3,PX,5,PX5,6.57,0.08
20234,316,9029280,mountain_seed,IN,55110,24,19229,1563.713919,0.055714529,0.0595,0.150275891,20232,45.06844,-93.0524,Ind,R5,MN,4,MN4,6.7,0.035
20234,316,9047423,mountain_seed,IN,98036,39,10192,3718.240033,0.055714529,0.0595,0.150275891,20232,47.82297,-122.31341,Ind,R3,SE,3,SE3,9.49,0.029
20235,317,9047427,mountain_seed,IN,98036,58,3200,3718.240033,0.056813179,0.0606,0.189537028,20232,47.80938,-122.32368,Ind,R3,SE,3,SE3,9.49,0.029
