yrmo,sell,superid,source,propertytype,propertyzipcode,age,size,popdensity,bbb,caprate,bbbdev,yrqtr,latitude,longitude,reis_sector,region_code,REIS_Market_ID,Submarket_Number,Market_Submarket_ID,effective_rent_per_uom_amt,vacancy_pct
202312,324,1425 SOUTH ACACIA AVENUE,cmbs,IN,92831,45,66980,2210.1,0.06031,0.035768661,-0.237227143,20234,33.85603727,-117.90061,,R3,OC,2,OC2,9.69,
202312,324,9823 Crescent Center Drive,cmbs,IN,91730,34,10874,1784,0.06031,0.035971852,-0.237227143,20234,34.08140759,-117.5904706,,R3,SB,5,SB5,13.76,
20226,306,900 - 1000 TYRONE PIKE,cmbs,IN,40383,61,791035,0,0.0512,0.036270912,0.129630975,20222,38.047186,-84.751275,,R2,LX,,,5.2,
20226,306,900-1000 TYRONE PIKE,cmbs,IN,40383,61,791035,0,0.0512,0.036270912,0.129630975,20222,38.047186,-84.751275,,R2,LX,,,5.2,
20228,308,1051 UNION  STREET 1729 CHAPIN ROAD,cmbs,IN,90640,69,241584,7366.505712,0.05263,0.036951472,0.312532222,20223,33.97826,-118.12036,,R3,LA,2,LA2,12.03,0.01
20194,268,282516,cmbs,IN,11249,39,92000,8377.3,0.04212043,0.037248883,-0.195897224,20192,40.70108198,-73.96422404,Ind,R4,NY,,,16.9,0.049
202312,324,3300 Espresso Way,cmbs,IN,17406,14,603000,172.6,0.06031,0.037465871,-0.237227143,20234,40.05583164,-76.74559849,,R4,,,,7.83,
20242,326,1141-1159 ANDOVER PARK WEST,cmbs,IN,98102,52,95132,6228.4,0.05524,0.037496295,-0.486637225,20241,47.44475645,-122.2571409,,R3,SE,10,SE10,9.24,
202312,324,6831 Ruppsville Road,cmbs,IN,18106,38,80000,322.6,0.06031,0.037537656,-0.237227143,20234,40.57652751,-75.60067433,,R4,AN,2,AN2,7.95,
20242,326,17611-17649 128TH PLACE NORTHEAST,cmbs,IN,98072,37,56158,475.2,0.05524,0.0378394,-0.486637225,20241,47.75446946,-122.1707261,,R3,SE,6,SE6,11.93,
202311,323,2720 SOUTH HARBOR BOULEVARD,cmbs,IN,92704,50,17674,4529.9,0.06278,0.03822125,-0.143451277,20234,33.71084181,-117.9202652,,R3,OC,7,OC7,10.72,
20242,326,1105 West 9th Street,cmbs,IN,91786,48,11200,2206.9,0.05524,0.03876,-0.486637225,20241,34.09749114,-117.6674527,,R3,SB,7,SB7,12.85,
20242,326,1075 WEST 9TH STREET,cmbs,IN,91786,48,12600,2206.9,0.05524,0.038928889,-0.486637225,20241,34.09689589,-117.6670021,,R3,SB,7,SB7,12.85,
20225,305,4301 EVANS TO LOCKS ROAD,cmbs,IN,30809,43,628771,337.6,0.04953,0.038999281,0.014046545,20222,33.54274563,-82.11770057,,R2,AA,2,AA2,2.77,
20243,327,6269 East Shelby Drive,cmbs,IN,38141,35,275000,2878.636422,0.05582,0.039021181,-0.564240266,20241,35.01940911,-89.85432314,,R2,ME,3,ME3,3.88,
202312,324,4123 Revolution Park Drive,cmbs,IN,28217,49,34000,630.8,0.06031,0.039085873,-0.237227143,20234,35.19399152,-80.88989377,,R2,CR,1,CR1,5.33,
20248,332,3649 East Post Road,cmbs,IN,89120,21,20079,3346.877243,0.05278,0.039091034,-0.527753012,20243,36.07349034,-115.0960218,,R3,LV,3,LV3,10.31,
20242,326,4201 Murray Place,cmbs,IN,24501,55,618732,26757,0.05524,0.03932702,-0.486637225,20241,37.3765324,-79.1693087,,R2,LY,,,6.53,
202312,324,75 Steamboat Boulevard,cmbs,IN,17345,23,353000,293.8,0.06031,0.039550659,-0.237227143,20234,40.03420044,-76.72096592,,R4,,,,7.83,
20137,199,112149,cmbs,IN,11214,99,315199,15777.5,0.044710144,0.039888445,0.040267085,20133,40.66613,-74.000684,Ind,R4,NY,,,11.19833333,0.087583333
20236,318,5 MIDDLEBURY BOULEVARD,cmbs,IN,7869,17,29157,486,0.05782,0.039892576,0.137651613,20232,40.86203048,-74.61606456,,R4,NJ,13,NJ13,7.18,
20243,327,6180 Hagman Road,cmbs,IN,43612,50,207998,2565.845223,0.05582,0.0401873,-0.564240266,20241,41.72973187,-83.51442942,,R5,TO,2,TO2,2.34,
20243,327,5101 Nelson Road,cmbs,IN,27560,35,74058,298.7,0.05582,0.040199991,-0.564240266,20241,35.88331625,-78.8170033,,R2,RD,2,RD2,8.52,
20242,326,10200 NORTHWEST 21ST STREET,cmbs,IN,33172,27,189090,5754.621849,0.05524,0.040326774,-0.486637225,20241,25.79280608,-80.36297475,,R2,MI,5,MI5,11.1,
20248,332,8649 TRANSPORT DRIVE,cmbs,IN,32832,5,141144,94.7,0.05278,0.040497889,-0.527753012,20243,28.43770991,-81.15173006,,R2,OR,6,OR6,6.78,
20244,328,611 Old Willets Path,cmbs,IN,11788,62,20000,755.2,0.05764,0.040699048,-0.596800284,20242,40.81533044,-73.23232389,,R4,LI,2,LI2,8.87,
202312,324,2200 Interstate North Drive,cmbs,IN,28206,43,59803,1685.74667,0.06031,0.0409013,-0.237227143,20234,35.27320099,-80.82630157,,R2,CR,6,CR6,6.32,
202311,323,1810 Auger Drive,cmbs,IN,30084,53,30000,2354.086113,0.06278,0.040911266,-0.143451277,20234,33.83576285,-84.19739873,,R2,AT,6,AT6,5.8,
202312,324,1450 East Greg Street,cmbs,IN,89431,29,201295,3741.62531,0.06031,0.040927747,-0.237227143,20234,39.52386287,-119.7618689,,R3,RE,2,RE2,6.47,
202311,323,1599 Rock Mountain Boulevard,cmbs,IN,30083,47,40000,1147,0.06278,0.040943802,-0.143451277,20234,33.8264934,-84.18301482,,R2,AT,6,AT6,5.8,
20242,326,9950 NORTHWEST 17TH STREET,cmbs,IN,33172,28,148750,5754.621849,0.05524,0.040955826,-0.486637225,20241,25.789304,-80.357153,,R2,MI,5,MI5,11.1,
20248,332,7322 Jurupa Avenue,cmbs,IN,92504,20,137214,887,0.05278,0.041218974,-0.527753012,20243,33.959057,-117.454689,,R3,SB,2,SB2,12.5,
20242,326,2650 Northwest 89th Court,cmbs,IN,33172,25,58500,5754.621849,0.05524,0.041458495,-0.486637225,20241,25.798959,-80.342136,,R2,MI,5,MI5,11.1,
20248,332,8150 Airway Road,cmbs,IN,92154,4,135623,829.6,0.05278,0.041559973,-0.527753012,20243,32.5615432,-116.9679402,,R3,SD,6,SD6,10.35,
20243,327,4216 Stuart Andrew Boulevard,cmbs,IN,28217,44,43400,630.8,0.05582,0.041701572,-0.564240266,20241,35.19070053,-80.88899994,,R2,CR,1,CR1,5.36,
202311,323,1445 Rock Mountain Boulevard,cmbs,IN,30083,46,128240,1147,0.06278,0.041846253,-0.143451277,20234,33.82313801,-84.18298818,,R2,AT,6,AT6,5.8,
20248,332,8730 Military Road,cmbs,IN,89506,9,722512,38379,0.05278,0.041894384,-0.527753012,20243,39.6304257,-119.8494012,,R3,RE,3,RE3,5.66,
20245,329,4501 East Airport Drive,cmbs,IN,91761,38,52560,754,0.05866,0.041900682,-0.586371987,20242,34.06322601,-117.5533,,R3,SB,6,SB6,11.59,
202312,324,2962-2982 Scott Boulevard,cmbs,IN,95054,53,19631,3729.885057,0.06031,0.042185517,-0.237227143,20234,37.37532462,-121.9607924,,R3,SJ,3,SJ3,8.92,
202311,323,4490 Nexus Way,cmbs,IN,89115,8,558276,908.7,0.06278,0.042217327,-0.143451277,20234,36.26227059,-115.0723757,,R3,LV,2,LV2,7.68,
202312,324,2233 Interstate North Drive,cmbs,IN,28206,43,88591,1685.74667,0.06031,0.042371172,-0.237227143,20234,35.27321226,-80.8271097,,R2,CR,6,CR6,5.92,0.076
202312,324,3106 Longhorn Boulevard,cmbs,IN,78758,51,42560,1832.3,0.06031,0.042374571,-0.237227143,20234,30.38344774,-97.73072591,,R1,AU,1,AU1,7.59,
202312,324,9416 Neils Thompson Drive,cmbs,IN,78758,50,44640,1832.3,0.06031,0.042389149,-0.237227143,20234,30.3826676,-97.7337272,,R1,AU,1,AU1,7.59,
202311,323,21810-21828 76th Avenue South,cmbs,IN,98032,35,110920,780.9,0.06278,0.042727311,-0.143451277,20234,47.4066339,-122.23702,,R3,SE,12,SE12,8.71,
20242,326,8925 NORTHWEST 27TH STREET,cmbs,IN,33172,25,100098,5754.621849,0.05524,0.042812152,-0.486637225,20241,25.80029791,-80.34195701,,R2,MI,5,MI5,11.1,
20242,326,1107-1153 West 9th Street,cmbs,IN,91786,48,25200,2206.9,0.05524,0.042851951,-0.486637225,20241,34.09697141,-117.6679623,,R3,SB,7,SB7,12.85,
20244,328,5401 Lewis Road,cmbs,IN,23150,28,71665,404.1539442,0.05764,0.042948242,-0.596800284,20242,37.51323016,-77.33966355,,R2,RI,3,RI3,6.07,
202311,323,625 Waltham Way,cmbs,IN,89437,26,420000,0,0.06278,0.043016356,-0.143451277,20234,39.5530552,-119.5488184,,R3,RE,5,RE5,5.07,
202312,324,3000 Scott Boulevard,cmbs,IN,95054,53,20527,3729.885057,0.06031,0.04307717,-0.237227143,20234,37.37576584,-121.9603579,,R3,SJ,3,SJ3,8.92,
20249,333,355 North John Glenn Road,cmbs,IN,84116,8,503249,343.5,0.05191,0.043185452,-0.616223799,20243,40.774495,-112.037513,,R3,SC,1,SC1,7.98,
20242,326,15000 Woodinville-Redmond,cmbs,IN,98072,29,152859,475.2,0.05524,0.043196819,-0.486637225,20241,47.73798132,-122.1532273,,R3,SE,6,SE6,11.93,
20243,327,16501 Northwest 8th Avenue,cmbs,IN,33169,61,67339,2201,0.05582,0.043274597,-0.564240266,20241,25.92580867,-80.21336381,,R2,MI,2,MI2,8.11,
20248,332,2455 West 1500 South,cmbs,IN,84104,47,437557,452.3,0.05278,0.04331732,-0.527753012,20243,40.73558176,-111.9534772,,R3,SC,1,SC1,7.95,
202312,324,9477 Archibald Avenue,cmbs,IN,91730,43,14610,1784,0.06031,0.043448929,-0.237227143,20234,34.08131873,-117.5928417,,R3,SB,5,SB5,13.76,
20245,329,13423-13473 SANTA ANA AVENUE,cmbs,IN,92337,25,819004,1049.1,0.05866,0.043501657,-0.586371987,20242,34.0536524,-117.5130725,,R3,SB,4,SB4,11.03,
20243,327,520 Eagleton Downs Drive,cmbs,IN,28134,25,48000,1104.193435,0.05582,0.043587155,-0.564240266,20241,35.10129929,-80.90529633,,R2,CR,3,CR3,6.42,
20245,329,6708 HARNEY ROAD,cmbs,IN,33610,38,434034,848.2,0.05866,0.043645957,-0.586371987,20242,28.00898525,-82.38055144,,R2,TA,4,TA4,6.17,
202312,324,4141 Revolution Park Drive,cmbs,IN,28217,47,34000,630.8,0.06031,0.043745323,-0.237227143,20234,35.19342014,-80.89031267,,R2,CR,1,CR1,5.33,
20248,332,"170-198 Barnard Avenue, 1712-1792 Little Orchard Street, 1810-1870 Little Orchard Street, 189-193 Stauffer Boulevard",cmbs,IN,95125,38,276747,2510.1,0.05278,0.043770341,-0.527753012,20243,37.30583955,-121.8714505,,R3,SJ,6,SJ6,10.52,
20247,331,1000 Albion Avenue,cmbs,IN,60193,25,160000,4288.465747,0.05506,0.043791449,-0.511253804,20243,41.9956298,-88.10436432,,R5,CH,6,CH6,5.75,
20243,327,5151 Nelson Road,cmbs,IN,27560,30,90893,298.7,0.05582,0.043795484,-0.564240266,20241,35.88346179,-78.81885457,,R2,RD,2,RD2,8.52,
20242,326,17661-17683 128th Place Northeast,cmbs,IN,98072,37,41211,475.2,0.05524,0.04382009,-0.486637225,20241,47.75511502,-122.1723247,,R3,SE,6,SE6,11.93,
20244,328,301 Little Hearst Parkway,cmbs,IN,31407,7,70198,255.7458076,0.05764,0.043912924,-0.596800284,20242,32.17033348,-81.16849794,,R2,SH,2,SH2,7.8,
202312,324,3007 Longhorn Boulevard,cmbs,IN,78758,44,44298,1832.3,0.06031,0.04392713,-0.237227143,20234,30.3811691,-97.72891335,,R1,AU,1,AU1,7.59,
202312,324,9230 Neils Thompson Drive,cmbs,IN,78758,48,56000,1832.3,0.06031,0.044004123,-0.237227143,20234,30.3810166,-97.7344039,,R1,AU,1,AU1,7.59,
20245,329,100 Essex Avenue East,cmbs,IN,7001,5,122100,0,0.05866,0.044061035,-0.586371987,20242,40.5770367,-74.26072925,,R4,CJ,3,CJ3,8.23,
202311,323,4675 Granite Drive,cmbs,IN,30084,59,11760,2354.086113,0.06278,0.044130667,-0.143451277,20234,33.84485438,-84.19769494,,R2,AT,6,AT6,5.8,
202311,323,775 Waltham Way,cmbs,IN,89437,18,300000,0,0.06278,0.04439765,-0.143451277,20234,39.55242822,-119.5437213,,R3,RE,5,RE5,5.07,
20235,317,1261 SEABURY AVE,cmbs,IN,10462,62,72882,19848.6,0.05681,0.044411155,0.189537028,20232,40.83490465,-73.84306244,,R4,NY,3,NY3,21.48,
202312,324,105 Willow Springs Lane,cmbs,IN,17406,16,624000,172.6,0.06031,0.044434771,-0.237227143,20234,40.04407987,-76.73528855,,R4,,,,7.83,
20248,332,3120 ANVIL BLOCK ROAD,cmbs,IN,30294,7,797580,475.7,0.05278,0.04462927,-0.527753012,20243,33.63629589,-84.28576458,,R2,AT,2,AT2,5.11,
20248,332,201 HANCOCK BOULEVARD,cmbs,IN,19611,74,323381,0,0.05278,0.044737764,-0.527753012,20243,40.31968565,-75.94125728,,R4,,,,7.95,
20243,327,1550 Heil Quaker Boulevard,cmbs,IN,37086,50,238900,468.5,0.05582,0.044955994,-0.564240266,20241,36.01533788,-86.60625881,,R2,NA,3,NA3,5.22,
202312,324,1627 Ritner Highway,cmbs,IN,17013,45,202000,311.2,0.06031,0.045041628,-0.237227143,20234,40.1957125,-77.2318159,,R4,HR,5,HR5,7.23,
20244,328,135 Fell Court,cmbs,IN,11788,60,30185,755.2,0.05764,0.045046897,-0.596800284,20242,40.81136952,-73.21339024,,R4,LI,2,LI2,8.87,
202311,323,2037 Mountain Industrial Boulevard,cmbs,IN,30084,59,15000,2354.086113,0.06278,0.0451045,-0.143451277,20234,33.84308102,-84.20036709,,R2,AT,6,AT6,5.8,
202312,324,3206 Industrial Terrace,cmbs,IN,78758,48,56000,1832.3,0.06031,0.045123273,-0.237227143,20234,30.38178794,-97.73189599,,R1,AU,1,AU1,7.59,
20249,333,2801 WEST AVENUE H,cmbs,IN,93536,25,926860,112.8,0.05191,0.04516122,-0.616223799,20243,34.7217,-118.1814,,R3,LA,8,LA8,12.42,
20245,329,4220 West 104th Street,cmbs,IN,33018,3,192540,914.7,0.05866,0.045206402,-0.586371987,20242,25.9167,-80.36964,,R2,MI,1,MI1,10.14,0.021
20249,333,126 EAST ORIS STREET,cmbs,IN,90222,5,94875,12463.43371,0.05191,0.045214442,-0.616223799,20243,33.90848004,-118.2242715,,R3,LA,5,LA5,12.67,
20243,327,1605 Northwest 159th Street,cmbs,IN,33169,51,104875,2201,0.05582,0.045308869,-0.564240266,20241,25.92060417,-80.22690936,,R2,MI,2,MI2,8.11,
20241,325,1820 EAST 27TH STREET,cmbs,IN,90058,60,119000,214.3,0.05709,0.045346425,-0.367975259,20241,34.01247245,-118.2382815,,R3,LA,1,LA1,11.88,
20241,325,1820-1875 East 27th Street,cmbs,IN,90058,60,119000,214.3,0.05709,0.045346425,-0.367975259,20241,34.01247245,-118.2382815,,R3,LA,1,LA1,11.88,
202410,334,5800 West Hope Avenue,cmbs,IN,53216,21,134134,2685.6,0.05246,0.045428764,-0.730627789,20244,43.09566938,-87.98557814,,R5,MW,2,MW2,4,
20229,309,2707 NORTH GAREY AVENUE,cmbs,IN,91767,75,88444,3301.1,0.0558,0.045737375,0.374899342,20223,34.0944927,-117.7498902,,R3,LA,4,LA4,11.54,
20249,333,346 NORTH JOHN GLENN ROAD,cmbs,IN,84116,10,306444,343.5,0.05191,0.045756667,-0.616223799,20243,40.77520807,-112.0349042,,R3,SC,1,SC1,7.98,
20245,329,405 Heron Drive,cmbs,IN,8085,34,254250,0,0.05866,0.045838583,-0.586371987,20242,39.7628378,-75.3685694,,R4,PA,9,PA9,6.32,
20247,331,1440 and 1444 London Bridge Road,cmbs,IN,23453,29,400000,3906.572515,0.05506,0.045896025,-0.511253804,20243,36.7926987,-76.06563592,,R2,NF,2,NF2,8.17,
202312,324,3206 Longhorn Boulevard,cmbs,IN,78758,51,42560,1832.3,0.06031,0.045968116,-0.237227143,20234,30.38344774,-97.73072591,,R1,AU,1,AU1,7.59,
202312,324,2201 Interstate North Drive,cmbs,IN,28206,19,94400,1685.74667,0.06031,0.046038776,-0.237227143,20234,35.27205939,-80.82713818,,R2,CR,6,CR6,6.32,
20244,328,20 Oser Avenue,cmbs,IN,11788,62,42065,755.2,0.05764,0.0461093,-0.596800284,20242,40.81642509,-73.23560325,,R4,LI,2,LI2,8.87,
202312,324,1430 West Pointe Drive,cmbs,IN,28214,27,116800,409.5,0.06031,0.046274365,-0.237227143,20234,35.25519943,-80.97750092,,R2,CR,2,CR2,7.58,
202311,323,14660 Northwest 60th Avenue,cmbs,IN,33014,54,40000,2543.5,0.06278,0.046358442,-0.143451277,20234,25.90729387,-80.30055023,,R2,MI,1,MI1,9.17,
202311,323,1195 Trademark Drive,cmbs,IN,89521,21,407562,335.3590152,0.06278,0.046409798,-0.143451277,20234,39.4538796,-119.7407276,,R3,RE,4,RE4,8.2,
20245,329,15302 EAST NELSON AVENUE,cmbs,IN,91744,9,39360,3735.6,0.05866,0.046435296,-0.586371987,20242,34.02800357,-117.9605764,,R3,LA,4,LA4,11.8,
20245,329,176 SOUTH WASHINGTON STREET,cmbs,IN,2766,39,209643,684.2729757,0.05866,0.046526733,-0.586371987,20242,41.9652423,-71.1424962,,R4,BO,9,BO9,7.24,
20244,328,5200 Anthony Road,cmbs,IN,23150,28,143783,404.1539442,0.05764,0.046729319,-0.596800284,20242,37.51415133,-77.33798455,,R2,RI,3,RI3,6.07,
20243,327,1600A Northwest 159th Street,cmbs,IN,33169,53,82800,2201,0.05582,0.046755754,-0.564240266,20241,25.91926151,-80.22693509,,R2,MI,2,MI2,8.11,
202312,324,9439 Archibald Avenue,cmbs,IN,91730,21,28385,1784,0.06031,0.046781806,-0.237227143,20234,34.08224002,-117.5928336,,R3,SB,5,SB5,13.76,
202312,324,9610 Neils Thompson Drive,cmbs,IN,78758,50,57600,1832.3,0.06031,0.046956983,-0.237227143,20234,30.38435347,-97.73301635,,R1,AU,1,AU1,7.59,
20243,327,4600 L.B. Mcleod Road,cmbs,IN,32811,33,84542,1664.2,0.05582,0.047022872,-0.564240266,20241,28.50753224,-81.4385093,,R2,OR,3,OR3,7.85,
20243,327,955 Northwest 159th Drive,cmbs,IN,33169,22,30720,2201,0.05582,0.047127904,-0.564240266,20241,25.92498069,-80.21536451,,R2,MI,2,MI2,8.11,
20245,329,7530 150TH STREET SOUTHWEST,cmbs,IN,98439,5,205030,214,0.05866,0.047141486,-0.586371987,20242,47.12025553,-122.5373581,,R3,TM,3,TM3,8.87,
20243,327,3600 Vineland Road,cmbs,IN,32811,23,116400,1664.2,0.05582,0.047158723,-0.564240266,20241,28.5049927,-81.42957713,,R2,OR,3,OR3,7.85,
202312,324,6755 Snowdrift Road,cmbs,IN,18106,37,125000,322.6,0.06031,0.047258394,-0.237227143,20234,40.5933116,-75.6099128,,R4,AN,2,AN2,7.95,
202312,324,3203 Longhorn Boulevard,cmbs,IN,78758,52,48000,1832.3,0.06031,0.0473589,-0.237227143,20234,30.3829587,-97.732144,,R1,AU,1,AU1,7.59,
20245,329,1522 North Newhope Street,cmbs,IN,92703,73,52600,16036.51066,0.05866,0.047503636,-0.586371987,20242,33.75840703,-117.9295797,,R3,OC,7,OC7,10.85,
202311,323,2241 Tucker Industrial Road,cmbs,IN,30084,58,22800,2354.086113,0.06278,0.047542395,-0.143451277,20234,33.85035086,-84.20268924,,R2,AT,6,AT6,5.8,
20242,326,12350 NORTHEAST WOODINVILLE DRIVE,cmbs,IN,98072,36,64828,475.2,0.05524,0.0475675,-0.486637225,20241,47.75572091,-122.1732259,,R3,SE,6,SE6,11.93,
202311,323,21840-21858 76TH AVENUE SOUTH,cmbs,IN,98032,37,115920,780.9,0.06278,0.047694953,-0.143451277,20234,47.40542222,-122.2365904,,R3,SE,12,SE12,8.71,
202312,324,9774 Crescent Center Drive,cmbs,IN,91730,34,15284,1784,0.06031,0.047732432,-0.237227143,20234,34.08204423,-117.5916857,,R3,SB,5,SB5,13.76,
20244,328,90 Plant Avenue,cmbs,IN,11788,53,74950,755.2,0.05764,0.047797308,-0.596800284,20242,40.81450482,-73.24443191,,R4,LI,2,LI2,8.87,
202312,324,275 Cross Farm Lane,cmbs,IN,17406,16,342160,172.6,0.06031,0.047876472,-0.237227143,20234,40.06923197,-76.77075928,,R4,,,,7.83,
20242,326,6777 Southwest Bonita Avenue,cmbs,IN,97224,45,78750,3506.309148,0.05524,0.047883067,-0.486637225,20241,45.41310825,-122.741789,,R3,PO,1,PO1,8.14,
202312,324,3306 Longhorn Boulevard,cmbs,IN,78758,50,42560,1832.3,0.06031,0.047978571,-0.237227143,20234,30.3839429,-97.73174783,,R1,AU,1,AU1,7.59,
20245,329,4120 West 104th Street,cmbs,IN,33018,2,213905,914.7,0.05866,0.0479979,-0.586371987,20242,25.91506999,-80.3667013,,R2,MI,1,MI1,9.28,
202312,324,7566 Morris Court,cmbs,IN,18106,34,111300,322.6,0.06031,0.048006702,-0.237227143,20234,40.5662377,-75.6086396,,R4,AN,2,AN2,7.95,
202312,324,620 Spice Islands Drive,cmbs,IN,89431,31,176308,3741.62531,0.06031,0.048148117,-0.237227143,20234,39.51787074,-119.734071,,R3,RE,2,RE2,6.47,
202312,324,861 Nestle Way,cmbs,IN,18031,25,822500,212.8,0.06031,0.048246975,-0.237227143,20234,40.5739314,-75.6481197,,R4,AN,2,AN2,7.95,
20242,326,2525 Kramer Lane,cmbs,IN,78758,28,47175,1832.3,0.05524,0.048322688,-0.486637225,20241,30.39384496,-97.71864548,,R1,AU,3,AU3,9.23,
202312,324,206-230 RAILROAD AVENUE,cmbs,IN,95035,40,203997,1105.3,0.06031,0.04844211,-0.237227143,20234,37.43352946,-121.9052786,,R3,SJ,4,SJ4,9.42,
20243,327,2 PALMER TERRACE,cmbs,IN,7072,48,60400,600.5,0.05582,0.048517883,-0.564240266,20241,40.82480117,-74.06818124,,R4,NJ,3,NJ3,9.2,
20245,329,4180 West 104th Street,cmbs,IN,33018,2,213905,914.7,0.05866,0.048583772,-0.586371987,20242,25.91669,-80.36887,,R2,MI,1,MI1,10.14,0.021
20245,329,5215 CAMPBELL ROAD,cmbs,IN,77041,5,157887,775.1,0.05866,0.048671056,-0.586371987,20242,29.84576375,-95.53294912,,R1,HO,7,HO7,7.17,
20245,329,4280 West 104th Street,cmbs,IN,33018,3,213851,914.7,0.05866,0.048719159,-0.586371987,20242,25.91561039,-80.371481,,R2,MI,1,MI1,9.28,
20231,313,14063 East Brown Street,cmbs,IN,92508,6,596090,1259.7,0.0583,0.048736031,0.113061599,20231,33.91479246,-117.2973641,,R3,SB,3,SB3,13.19,
20244,328,180 Orville Drive,cmbs,IN,11716,43,38003,1224.116234,0.05764,0.048772297,-0.596800284,20242,40.77131134,-73.1020036,,R4,LI,3,LI3,9.96,
20243,327,4640 L.B. Mcleod Road,cmbs,IN,32811,26,73000,1664.2,0.05582,0.048792837,-0.564240266,20241,28.50745901,-81.43954188,,R2,OR,3,OR3,7.85,
202312,324,9876 Hawthorne Drive,cmbs,IN,91730,21,15737,1784,0.06031,0.048863103,-0.237227143,20234,34.08269162,-117.5892341,,R3,SB,5,SB5,13.76,
20244,328,6601 South Laburnum Avenue,cmbs,IN,23231,26,168378,151.7,0.05764,0.048891672,-0.596800284,20242,37.479405,-77.36012431,,R2,RI,3,RI3,6.07,
20243,327,1706 Heil Quaker Boulevard,cmbs,IN,37086,39,518400,468.5,0.05582,0.049058668,-0.564240266,20241,36.0204407,-86.6047929,,R2,NA,3,NA3,5.22,
202311,323,14640 Northwest 60th Avenue,cmbs,IN,33014,54,40000,2543.5,0.06278,0.049062597,-0.143451277,20234,25.90729387,-80.30055023,,R2,MI,1,MI1,9.17,
202311,323,1413-1417 Jeffrey Drive,cmbs,IN,60101,39,21064,1306.1,0.06278,0.049316137,-0.143451277,20234,41.91630492,-88.02155045,,R5,CH,9,CH9,6.64,
202311,323,725 Waltham Way,cmbs,IN,89437,25,330000,0,0.06278,0.049426505,-0.143451277,20234,39.55069219,-119.546515,,R3,RE,5,RE5,5.07,
202312,324,9324 Neils Thompson Drive,cmbs,IN,78758,49,56000,1832.3,0.06031,0.049604602,-0.237227143,20234,30.3818398,-97.7340769,,R1,AU,1,AU1,7.59,
202312,324,1920 Mark Court,cmbs,IN,94520,29,64125,1465.3,0.06031,0.049775089,-0.237227143,20234,38.00967569,-122.0421455,,R3,OA,6,OA6,7.67,
202311,323,8429 South Eastern Avenue,cmbs,IN,90201,55,48541,17061.82615,0.06278,0.049788651,-0.143451277,20234,33.9545296,-118.1639601,,R3,LA,2,LA2,12.51,0.033
202311,323,500 NORTH 15TH AVENUE,cmbs,IN,17046,35,57500,779.1086934,0.06278,0.049932398,-0.143451277,20234,40.35045876,-76.38649952,,R4,HR,,,6.95,
20243,327,8650 Transport Drive,cmbs,IN,32832,17,361200,94.7,0.05582,0.050005962,-0.564240266,20241,28.438092,-81.149477,,R2,OR,6,OR6,6.72,
20245,329,2900 BRODHEAD ROAD,cmbs,IN,18020,6,513520,570.9,0.05866,0.050075848,-0.586371987,20242,40.67935602,-75.34589641,,R4,AN,3,AN3,8.48,
202312,324,2315 Rutland Drive,cmbs,IN,78758,31,79567,1832.3,0.06031,0.050126667,-0.237227143,20234,30.3813872,-97.7201357,,R1,AU,1,AU1,7.59,
202212,312,50 Rausch Creek Road,cmbs,IN,17981,25,1294548,0,0.061,0.050285923,0.242005527,20224,40.61625087,-76.41649802,,R4,,,,7.41,
202311,323,14600 Northwest 60th Avenue,cmbs,IN,33014,55,11518,2543.5,0.06278,0.050286481,-0.143451277,20234,25.90717404,-80.29981351,,R2,MI,1,MI1,9.17,
20243,327,4680 L.B. Mcleod Road,cmbs,IN,32811,30,50580,1664.2,0.05582,0.050370191,-0.564240266,20241,28.50743207,-81.44044027,,R2,OR,3,OR3,7.85,
20244,328,1101 Lakeland Avenue,cmbs,IN,11716,105,94168,1224.116234,0.05764,0.050379133,-0.596800284,20242,40.7709982,-73.1034069,,R4,LI,3,LI3,9.96,
202312,324,3201 Longhorn Boulevard,cmbs,IN,78758,52,54000,1832.3,0.06031,0.050569304,-0.237227143,20234,30.3825043,-97.7312005,,R1,AU,1,AU1,7.59,
20245,329,15102 STREET WOODBROOK DRIVE SOUTHWEST,cmbs,IN,98439,4,148407,214,0.05866,0.05058417,-0.586371987,20242,47.12093494,-122.5271542,,R3,TM,3,TM3,8.87,
20242,326,15500 Woodinville-Redmond,cmbs,IN,98072,34,76898,475.2,0.05524,0.05059,-0.486637225,20241,47.74015304,-122.1553818,,R3,SE,6,SE6,11.93,
202312,324,7520 Morris Court,cmbs,IN,18106,36,154156,322.6,0.06031,0.050676445,-0.237227143,20234,40.5687699,-75.6090107,,R4,AN,2,AN2,7.95,
20232,314,12000 MEXICO FARMS ROAD SOUTHEAST,cmbs,IN,21502,3,192500,191.3,0.05593,0.05068067,0.045828255,20231,39.59640494,-78.73856904,,R2,,,,6.2,
202312,324,9516 Neils Thompson Drive,cmbs,IN,78758,50,46080,1832.3,0.06031,0.050784737,-0.237227143,20234,30.38331815,-97.73334275,,R1,AU,1,AU1,7.59,
202311,323,2730 SOUTH HARBOR BOULEVARD,cmbs,IN,92704,50,16488,4529.9,0.06278,0.05082875,-0.143451277,20234,33.71097588,-117.9210234,,R3,OC,7,OC7,10.72,
